instrument,time,measured_pressure,measured_temperature
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:05:00,103.8879,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:06:00,103.89771,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:07:00,103.89771,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:08:00,103.97619,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:09:00,103.8879,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:10:00,103.89771,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:11:00,103.74075,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:12:00,103.77018,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:13:00,103.82904,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:14:00,103.85847,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:15:00,103.74075,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:16:00,103.71132,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:17:00,103.79961,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:18:00,103.83885,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:19:00,103.89771,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:20:00,103.83885,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:21:00,103.56417,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:22:00,103.68189,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:23:00,103.5936,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:24:00,103.7898,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:25:00,103.67208,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:26:00,103.62303,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:27:00,103.62303,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:28:00,103.6917,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:29:00,103.67208,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:30:00,103.63284,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:31:00,103.75056,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:32:00,103.48569,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:33:00,103.50531,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:34:00,103.62303,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:35:00,103.48569,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:36:00,103.55436,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:37:00,103.57398,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:38:00,103.55436,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:39:00,103.48569,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:40:00,103.51512,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:41:00,103.51512,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:42:00,103.51512,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:43:00,103.56417,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:44:00,103.47588,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:45:00,103.38759,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:46:00,103.44645,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:47:00,103.3974,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:48:00,103.46607,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:49:00,103.44645,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:50:00,103.3974,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:51:00,103.36797,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:52:00,103.24044,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:53:00,103.32873,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:54:00,103.26987,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:55:00,103.26987,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:56:00,103.30911,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:57:00,103.25025,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:58:00,103.24044,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 20:59:00,103.21101,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:00:00,103.2993,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:01:00,103.16196,30.9
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:02:00,103.26987,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:03:00,103.23063,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:04:00,103.06386,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:05:00,103.07367,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:06:00,103.16196,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:07:00,103.06386,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:08:00,103.005,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:09:00,103.15215,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:10:00,103.15215,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:11:00,103.07367,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:12:00,103.09329,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:13:00,103.06386,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:14:00,103.03443,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:15:00,103.02462,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:16:00,102.92652,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:17:00,102.98538,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:18:00,103.04424,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:19:00,102.98538,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:20:00,102.92652,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:21:00,103.02462,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:22:00,102.92652,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:23:00,102.82842,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:24:00,102.83823,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:25:00,102.9069,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:26:00,102.88728,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:27:00,102.83823,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:28:00,102.8088,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:29:00,102.8088,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:30:00,102.70089,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:31:00,102.74994,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:32:00,102.72051,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:33:00,102.68127,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:34:00,102.72051,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:35:00,102.72051,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:36:00,102.66165,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:37:00,102.66165,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:38:00,102.7107,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:39:00,102.7107,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:40:00,102.76956,31.2
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:41:00,102.66165,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:42:00,102.74013,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:43:00,102.60279,31.2
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:44:00,102.56355,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:45:00,102.7107,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:46:00,102.5145,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:47:00,102.63222,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:48:00,102.65184,31.2
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:49:00,102.76956,31.2
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:50:00,102.5145,31.3
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:51:00,102.37716,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:52:00,102.48507,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:53:00,102.50469,31.2
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:54:00,102.38697,31.3
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:55:00,102.65184,31.3
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:56:00,102.56355,31.5
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:57:00,102.33792,31.5
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:58:00,102.45564,31.3
Solinst Levelogger Junior Edge Model 3001,2021-08-18 21:59:00,102.45564,31.3
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:00:00,102.58317,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:01:00,102.53412,31.3
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:02:00,102.60279,31.4
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:03:00,102.42621,31.2
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:04:00,102.44583,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:05:00,102.63222,31.2
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:06:00,102.48507,31.4
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:07:00,102.39678,31.2
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:08:00,102.54393,31.4
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:09:00,102.54393,31.4
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:10:00,102.65184,31.5
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:11:00,102.39678,31.4
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:12:00,102.29868,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:13:00,102.21039,31.2
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:14:00,102.50469,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:15:00,102.53412,31.3
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:16:00,102.32811,31.3
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:17:00,102.16134,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:18:00,102.27906,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:19:00,102.37716,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:20:00,102.25944,31.2
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:21:00,102.19077,31.2
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:22:00,102.38697,31.2
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:23:00,102.45564,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:24:00,102.38697,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:25:00,102.09267,31.2
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:26:00,102.15153,31.2
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:27:00,102.37716,31.3
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:28:00,102.29868,31.3
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:29:00,102.2202,31.2
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:30:00,102.30849,31.2
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:31:00,102.27906,31.2
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:32:00,102.2202,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:33:00,102.33792,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:34:00,102.23982,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:35:00,102.13191,31.2
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:36:00,102.01419,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:37:00,102.01419,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:38:00,102.2202,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:39:00,102.29868,31
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:40:00,101.94552,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:41:00,102.09267,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:42:00,101.98476,31.1
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:43:00,102.00438,30.9
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:44:00,102.13191,30.9
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:45:00,102.01419,30.9
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:46:00,102.07305,30.8
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:47:00,102.13191,30.8
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:48:00,101.93571,30.9
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:49:00,102.1221,30.8
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:50:00,102.07305,30.9
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:51:00,101.97495,30.9
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:52:00,102.06324,30.9
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:53:00,102.06324,30.9
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:54:00,101.97495,30.9
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:55:00,102.05343,30.8
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:56:00,102.05343,30.8
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:57:00,101.98476,30.7
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:58:00,101.83761,30.8
Solinst Levelogger Junior Edge Model 3001,2021-08-18 22:59:00,101.97495,30.7
Solinst Levelogger Junior Edge Model 3001,2021-08-18 23:00:00,102.15153,30.7
Solinst Levelogger Junior Edge Model 3001,2021-08-18 23:01:00,101.98476,30.7
Solinst Levelogger Junior Edge Model 3001,2021-08-18 23:02:00,102.03381,30.8
Solinst Levelogger Junior Edge Model 3001,2021-08-18 23:03:00,102.10248,30.8
Solinst Levelogger Junior Edge Model 3001,2021-08-18 23:04:00,101.73951,30.7
Solinst Levelogger Junior Edge Model 3001,2021-08-18 23:05:00,101.95533,30.7
Solinst Levelogger Junior Edge Model 3001,2021-08-18 23:06:00,102.05343,30.6
Solinst Levelogger Junior Edge Model 3001,2021-08-18 23:07:00,101.89647,30.6
Solinst Levelogger Junior Edge Model 3001,2021-08-18 23:08:00,101.94552,30.6
Solinst Levelogger Junior Edge Model 3001,2021-08-18 23:09:00,101.83761,30.6
Solinst Levelogger Junior Edge Model 3001,2021-08-18 23:10:00,101.94552,30.6
Solinst Levelogger Junior Edge Model 3001,2021-08-18 23:11:00,101.97495,30.6
